timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/10/19 11:19:28.614, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:28.614, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.614, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.615, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.615, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.616, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:28.616, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.617, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:29.617, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:29.618, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.618, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.619, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.619, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.620, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:29.620, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.621, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:30.621, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:30.622, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.622, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.622, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.623, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.623, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:30.624, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.624, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:31.625, 1, Tesla M2050, 100 %, 7 %, 267 MiB
2025/10/19 11:19:31.625, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.626, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.626, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.627, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.627, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:31.628, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.628, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:32.629, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:32.629, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.629, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.630, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.630, 5, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.631, 6, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:32.631, 7, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:33.632, 0, Tesla M2050, 0 %, 0 %, 0 MiB
2025/10/19 11:19:33.632, 1, Tesla M2050, 100 %, 6 %, 267 MiB
2025/10/19 11:19:33.633, 2, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:33.633, 3, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:33.634, 4, Tesla M2050, 0 %, 0 %, 216 MiB
2025/10/19 11:19:33.634, 5, Tesla M2050, 0 %, 0 %, 216 MiB
